Bioretention and Rain Gardens,RB and Cistern Storage Volume,RB and Cistern CN Value,formId,Bioretention Footprint,Bioretention Construction GHG,Rainfall,CN4,Green Roofs,CN2,CN3,RH System Construction GHG,CN1,Landuse4,RB and Cistern Annual Maintenance Costs,Landuse1,Landuse2,Landuse3,Bioretention Design and Capital Costs,Green Roof Design and Capital Costs,Green Roof Annual Maintenance Costs,Bioswale Annual Maintenance Costs,RB and Cistern Footprint,Green Roof Construction GHG,Green Roof Footprint,Green Roof C Coefficient,RB Design and Capital Costs,PP Design and Capital Costs,Permeable Pavement,Bioswale Design and Capital Costs,Bioretention Annual Maintenance Costs,PP Annual Maintenance Costs,Green Roof CN Value,Rain Barrels and Cisterns,undefined,PP Footprint,Bioswale Footprint,PP CN Value,Bioswale,PP Construction GHG,Bioswale CN Value,Bioretention CN Value
on,2000,85,NeighborhoodHydrology,3000,.2115,,0,on,95,95,20.15,92,0,1250,12000,40000,40000,1000,4000,500,100,1000,28.1,80000,75,700,1200,on,1000,5000,150,78,on,,3000,3000,98,on,29.2,42,45
